contig	ws_hdr_start	ws_hdr_end	ws_hdr_size	strain
ptg000003l	2250865	2282498.36287924	31633.3628792386	JU1409
ptg000003l	2366030.95175789	2373487.02651131	7456.07475342322	JU1409
ptg000005l	295408.176909735	303222.779929203	7814.60301946755	JU1409
ptg000005l	2538671.13197455	2562683.61129237	24012.4793178183	JU1409
ptg000005l	2645162.37720987	2653718.0531876	8555.67597773159	JU1409
ptg000005l	2712616.74891304	2718816.17817014	6199.42925710091	JU1409
ptg000006l	1321078	1326736.44462307	5658.44462307193	JU1409
ptg000006l	1941002	1949638.9674221	8636.96742209629	JU1409
ptg000006l	2058275.57440086	2065116.38210762	6840.80770676583	JU1409
ptg000006l	2183021.89929445	2207078.13171788	24056.232423435	JU1409
ptg000006l	3193372.011617	3204427.988383	11055.9767660005	JU1409
ptg000006l	3217590.68129915	3238112.52889324	20521.8475940931	JU1409
ptg000010l	2264120	2448628.8583151	184508.858315099	JU1409
ptg000010l	2863235.875	2872475	9239.125	JU1409
ptg000010l	2900645	2906160.7409002	5515.74090019567	JU1409
ptg000011l	1761114.74616687	1771903.09958751	10788.3534206348	JU1409
ptg000011l	2001484.23782138	2009482.12139037	7997.88356899424	JU1409
ptg000011l	2331981.64267852	2340150.3171112	8168.67443268048	JU1409
ptg000011l	3194277	3203654	9377	JU1409
ptg000015l	1240610	1255461.80923695	14851.8092369477	JU1409
ptg000015l	2634961.5807238	2643420	8458.41927620489	JU1409
ptg000021l	295030.742313324	311681.701482342	16650.9591690181	JU1409
ptg000021l	351650	360098.396107726	8448.39610772557	JU1409
ptg000021l	715917.579783346	722988.171672228	7070.5918888828	JU1409
ptg000022l	287619	294559	6940	JU1409
ptg000024l	251324	261092	9768	JU1409
ptg000024l	1509461.05072464	1526803.42576821	17342.3750435684	JU1409
ptg000024l	1672110	1693283.40952851	21173.4095285116	JU1409
ptg000024l	1780190	1793660	13470	JU1409
ptg000025l	408400.873015873	413687.665623679	5286.79260780563	JU1409
ptg000027l	49789.5736504377	61659	11869.4263495623	JU1409
ptg000027l	82031	90649.3584633359	8618.35846333586	JU1409
ptg000027l	122162	137190.983787207	15028.9837872071	JU1409
ptg000027l	262879.557853058	273441.290816327	10561.7329632689	JU1409
ptg000027l	279570	300040.311099181	20470.3110991813	JU1409
ptg000027l	326828.068139473	363195.285808472	36367.2176689991	JU1409
ptg000027l	671754	761505.38339447	89751.3833944695	JU1409
ptg000027l	817489.000521512	878133.911456148	60644.9109346353	JU1409
ptg000031l	114114.129105897	148919.514714538	34805.3856086407	JU1409
ptg000031l	178355.274442282	191154.971428571	12799.6969862896	JU1409
ptg000002l	1215762.18422392	1225769.70628415	10007.5220602346	JU1400
ptg000002l	1261338.55958304	1274534.76260916	13196.2030261233	JU1400
ptg000002l	2565501.68970833	2595707	30205.3102916651	JU1400
ptg000002l	2682181.12714179	2705177.64830508	22996.5211632918	JU1400
ptg000005l	7293712.17690974	7301526.81892566	7814.64201592747	JU1400
ptg000006l	2081480	2093123	11643	JU1400
ptg000006l	2217544.17526799	2241773.41506358	24229.2397955945	JU1400
ptg000006l	2498150.90446054	2522193.20452065	24042.3000601162	JU1400
ptg000006l	2636639.48553453	2643481.49739925	6842.01186472038	JU1400
ptg000007l	14945	204729.655789997	189784.655789997	JU1400
ptg000007l	711880.020210937	722418	10537.9797890629	JU1400
ptg000007l	793527.883215187	799795.78381201	6267.90059682354	JU1400
ptg000007l	1012580.96787193	1321480.01507128	308899.047199354	JU1400
ptg000007l	1445745.49815713	1453393.34343254	7647.84527541441	JU1400
ptg000007l	1599115	1611245	12130	JU1400
ptg000007l	1621184.97904717	1678963.95847515	57778.97942798	JU1400
ptg000007l	1816496.83110406	1827927	11430.1688959419	JU1400
ptg000007l	2924181.43500867	2933133.31071457	8951.87570589967	JU1400
ptg000007l	3173052.19839774	3181982	8929.80160226207	JU1400
ptg000007l	3200111.4788883	3212018.73488626	11907.2559979674	JU1400
ptg000007l	3250671.81391712	3260475.39610773	9803.58219060302	JU1400
ptg000007l	13178303.7952585	13224091.4903166	45787.6950581521	JU1400
ptg000008l	1949880.74891304	1956080.17817014	6199.42925710115	JU1400
ptg000011l	1653602.2075936	1717458.02782883	63855.8202352249	JU1400
ptg000011l	1725706.40732265	1739368.02508154	13661.6177588885	JU1400
ptg000011l	1827315.67631864	2025075	197759.323681357	JU1400
ptg000011l	2072466	2172945.54183267	100479.541832669	JU1400
ptg000011l	2264012	2390345	126333	JU1400
ptg000011l	2949694.9399684	3019673	69978.0600315956	JU1400
ptg000011l	3193795.77042661	3206698.25437202	12902.4839454102	JU1400
ptg000011l	3214517.31131078	3263272	48754.6886892179	JU1400
ptg000011l	3771865.87209302	3808216.17274421	36350.3006511875	JU1400
ptg000011l	3830646.72977655	3851186	20539.2702234462	JU1400
ptg000011l	3857314.70918367	3867875.91772987	10561.2085461989	JU1400
ptg000011l	4047132	4052952	5820	JU1400
ptg000011l	4089294.09690612	4097450.79745873	8156.70055260975	JU1400
ptg000013l	1412186.34528449	1425665	13478.6547155106	JU1400
ptg000013l	1439133.41928934	1446175	7041.58071065997	JU1400
ptg000013l	1616741.28399358	1630049	13307.716006424	JU1400
ptg000013l	2990813	3002510.81195611	11697.8119561104	JU1400
ptg000013l	3084218	3094139.77650316	9921.77650316479	JU1400
ptg000014l	475148.628339569	533768.751907011	58620.1235674416	JU1400
ptg000014l	557762.67816927	566626.077185269	8863.3990159994	JU1400
ptg000014l	873714.814516129	888061.900200602	14347.0856844727	JU1400
ptg000014l	901450.870810811	915579.620146545	14128.7493357344	JU1400
ptg000014l	938279.601451562	988853.034985423	50573.4335338607	JU1400
ptg000014l	1053448.91591976	1063836.03381337	10387.1178936095	JU1400
ptg000014l	1128608	1207575.52842863	78967.5284286286	JU1400
ptg000014l	1355238.4041241	1362253.5958759	7015.19175180094	JU1400
ptg000014l	1402237.14159447	1459726.52528371	57489.3836892373	JU1400
ptg000014l	1475982	1489595.19889937	13613.1988993711	JU1400
ptg000014l	1642656	1742537	99881	JU1400
ptg000014l	1799758.46555184	1946023.42367601	146264.958124173	JU1400
ptg000014l	2052737.29714586	2210592.82994659	157855.532800731	JU1400
ptg000014l	2226011.54162896	2233092.48277817	7080.94114921242	JU1400
ptg000014l	2270907	2295271.64915347	24364.6491534682	JU1400
ptg000014l	2375175.6251359	2386274.05922908	11098.4340931829	JU1400
ptg000014l	2396960	2568517.20915531	171557.209155313	JU1400
ptg000014l	2725668	3072036	346368	JU1400
ptg000014l	3110710.58996756	3131033	20322.4100324432	JU1400
ptg000014l	3170785.40810913	3179838	9052.5918908678	JU1400
ptg000014l	3262622.69632695	3292453.53967007	29830.8433431177	JU1400
ptg000014l	3320266	3330645	10379	JU1400
ptg000014l	4110034.97348869	4117491.04824211	7456.07475342322	JU1400
ptg000014l	4200344.01011303	4232086	31741.9898869721	JU1400
ptg000014l	4284390.84290243	4301266.0971469	16875.2542444691	JU1400
ptg000014l	4816585.06427068	4965095	148509.935729318	JU1400
ptg000015l	6827.16883116883	14712.5318952234	7885.36306405459	JU1400
ptg000015l	1738150.79259395	1745063.28312842	6912.49053446483	JU1400
ptg000015l	1821873	1853336.67912079	31463.6791207886	JU1400
ptg000015l	1993222	2057381.96903261	64159.9690326117	JU1400
ptg000015l	2838990.46958457	2851748.18051322	12757.7109286543	JU1400
ptg000015l	2867729.99311769	2885834.36518499	18104.3720673001	JU1400
ptg000015l	3898188	4022297.67038841	124109.670388407	JU1400
ptg000015l	4050898.74628432	4063717.45668561	12818.7104012929	JU1400
ptg000015l	4162937.3290981	4308645.43194501	145708.102846914	JU1400
ptg000018l	1961071	1970968.88421053	9897.88421052624	JU1400
ptg000008l	1510659.57213439	1525461	14801.4278656126	JT11398
ptg000012l	239452.771900127	247288.992271767	7836.22037164	JT11398
ptg000012l	815300.141100459	826414.312066264	11114.1709658052	JT11398
ptg000012l	1206981	1224345.20622634	17364.2062263356	JT11398
ptg000012l	1512273.5665041	1529539.30803571	17265.7415316133	JT11398
ptg000012l	1636476.91900665	1646179.31045939	9702.39145273343	JT11398
ptg000029l	2280163	2474984.95368344	194821.953683443	JT11398
ptg000029l	2607024.51441048	2615132	8107.48558951961	JT11398
ptg000029l	2926778	2932294.06497065	5516.06497064559	JT11398
ptg000033l	215536.95116586	252360.090055026	36823.1388891661	JT11398
ptg000033l	279151.068139473	315517.285808472	36366.2176689991	JT11398
ptg000033l	623623	713659.131207675	90036.131207675	JT11398
ptg000033l	769630.000521512	823278.231438127	53648.2309166148	JT11398
ptg000034l	1333047.412218	1339899.05513638	6851.64291837416	JT11398
ptg000034l	1459108.13948902	1482981.84229051	23873.7028014881	JT11398
ptg000034l	1745173	1776680.13813681	31507.1381368106	JT11398
ptg000034l	1897974	1910944	12970	JT11398
ptg000034l	2189907.32791923	2290918.64585514	101011.317935917	JT11398
ptg000034l	2509740.36906542	2520131.69833497	10391.3292695452	JT11398
ptg000034l	3451678	3457412	5734	JT11398
ptg000041l	129546	150722.141940262	21176.1419402617	JT11398
ptg000041l	237621	251091	13470	JT11398
ptg000041l	1587553	1596674.65505804	9121.65505804308	JT11398
ptg000041l	1632229.29371585	1642236.81577608	10007.5220602346	JT11398
ptg000002l	1658499.2075936	1719858.02782883	61358.8202352249	EG4725
ptg000002l	1728106.40732265	1741767.82184231	13661.4145196578	EG4725
ptg000002l	1829714.67631864	2027329	197614.323681357	EG4725
ptg000002l	2074720	2178395.54183267	103675.541832669	EG4725
ptg000002l	2267723	2384865	117142	EG4725
ptg000002l	3183693.50855365	3247381.40795461	63687.8994009579	EG4725
ptg000002l	3274424.55566265	3285940.78712908	11516.2314664321	EG4725
ptg000002l	3295619	3360189.57436486	64570.5743648554	EG4725
ptg000002l	3368169.43410374	3382594.61351711	14425.1794133657	EG4725
ptg000002l	3389670.77681383	3405900.32831411	16229.5515002836	EG4725
ptg000002l	3678453.31178639	3714699.82725579	36246.5154694007	EG4725
ptg000002l	3743675.44891559	3764256	20580.5510844118	EG4725
ptg000002l	3770106.93826531	3780654.6608007	10547.7225353979	EG4725
ptg000002l	3863778.39511202	3873500.97896404	9722.58385201916	EG4725
ptg000002l	3899319.16396453	3914389.09182644	15069.9278619033	EG4725
ptg000002l	3940248.01889904	3948867	8618.98110095505	EG4725
ptg000002l	3969013	3986273.39438468	17260.3943846761	EG4725
ptg000003l	13401280.3677294	13410603.2323519	9322.86462255381	EG4725
ptg000004l	444796.568054988	590514.0727199	145717.504664911	EG4725
ptg000004l	689732.543314392	702551.440286763	12818.8969723717	EG4725
ptg000004l	731153.329611593	854337	123183.670388407	EG4725
ptg000004l	905283.053608247	940855.634938664	35572.5813304168	EG4725
ptg000004l	1010931.58297347	1035772.7096929	24841.1267194252	EG4725
ptg000004l	1122777.17332458	1139967.923107	17190.7497824149	EG4725
ptg000004l	1632767.25904598	1665324.5754477	32557.3164017147	EG4725
ptg000004l	1779448.63481501	1797555.00688231	18106.3720673006	EG4725
ptg000004l	1813536.81948678	1826368.52699466	12831.7075078802	EG4725
ptg000004l	2196914.17678879	2223999.67270494	27085.4959161552	EG4725
ptg000004l	2620570.01105326	2682637.06877898	62067.0577257234	EG4725
ptg000004l	2823743.32431206	2855206	31462.6756879408	EG4725
ptg000004l	2932016.71687158	2938929.11490376	6912.39803217305	EG4725
ptg000004l	3086340.33331351	3105214.36342964	18874.0301161269	EG4725
ptg000004l	3264271.9607421	3380431	116159.039257899	EG4725
ptg000004l	3388328.43258219	3400889	12560.5674178055	EG4725
ptg000004l	6405118.38522686	6412081.61477314	6963.22954628803	EG4725
ptg000004l	6436290.0678636	6456136.2749846	19846.2071210034	EG4725
ptg000004l	15571528.6283396	15630148.751907	58620.1235674415	EG4725
ptg000004l	15654142.6781693	15663006.0771853	8863.39901600033	EG4725
ptg000004l	15967526.7572965	15981736.9002006	14210.1429041345	EG4725
ptg000004l	16003448	16010696.7467644	7248.74676436372	EG4725
ptg000004l	16030553.6675354	16068559.0229904	38005.3554549906	EG4725
ptg000004l	16133137.1996086	16143526.1731229	10388.9735142961	EG4725
ptg000004l	16198385.3342648	16319451.1305095	121065.796244675	EG4725
ptg000004l	16365539.1767225	16406332.1384069	40792.9616844505	EG4725
ptg000004l	16462707.7390638	16469747.2609362	7039.5218724981	EG4725
ptg000004l	16516768.4036586	16576056.2505841	59287.8469254803	EG4725
ptg000004l	16592306	16605802.4525375	13496.4525374696	EG4725
ptg000004l	16758439	16857517	99078	EG4725
ptg000004l	16940853.4552639	16968686.8165116	27833.3612476885	EG4725
ptg000004l	16979914.3830186	16988372	8457.61698135361	EG4725
ptg000005l	2552442.60389227	2559617	7174.3961077258	EG4725
ptg000005l	2600214.29851766	2612121.5211117	11907.2225940465	EG4725
ptg000005l	2630252	2639164.8133836	8912.81338360021	EG4725
ptg000005l	2880201.20713887	2893839.57147426	13638.3643353833	EG4725
ptg000005l	3131729.43386369	3214801	83071.5661363099	EG4725
ptg000005l	3908611.0267294	3915716	7104.97327059787	EG4725
ptg000005l	3984285.30753749	3995783	11497.6924625137	EG4725
ptg000005l	4092191.44002822	4132299	40107.5599717782	EG4725
ptg000005l	4309183	4380260.2388873	71077.2388872961	EG4725
ptg000005l	4433967.54663956	4443104	9136.45336044021	EG4725
ptg000005l	4450101.3562579	4608365	158263.643742098	EG4725
ptg000005l	5271791.05751142	5705894	434102.942488578	EG4725
ptg000006l	2283662.57831958	2294639.42168042	10976.8433608431	EG4725
ptg000006l	2343580.65803235	2350566.34196765	6985.68393530697	EG4725
ptg000006l	2817436.75875749	2827286	9849.24124250887	EG4725
ptg000006l	3215601	3222601	7000	EG4725
ptg000006l	3274484.99769888	3297202.12123557	22717.1235366869	EG4725
ptg000006l	5343108.97381307	5358523.8744186	15414.9006055323	EG4725
ptg000007l	4806677.70632618	4816379.5638695	9701.85754332598	EG4725
ptg000007l	4870684.97176831	4877570.35415514	6885.3823868297	EG4725
ptg000007l	4924788.58944426	4941969.11641291	17180.5269686468	EG4725
ptg000007l	5076571	5086160.41933022	9589.41933022439	EG4725
ptg000007l	5097279	5103010.3565296	5731.35652959812	EG4725
ptg000007l	5230798.65452975	5245586.40233588	14787.7478061384	EG4725
ptg000007l	5292209.23504349	5303408.94704658	11199.7120030904	EG4725
ptg000007l	5354847.90876857	5361217	6369.09123143274	EG4725
ptg000007l	5559808.1852861	5575682.167362	15873.9820758933	EG4725
ptg000007l	5629928	5652665.33123028	22737.3312302837	EG4725
ptg000007l	6054600.24417055	6066313	11712.7558294469	EG4725
ptg000007l	6095693	6110237.85949593	14544.8594959313	EG4725
ptg000008l	729650	763168.531446541	33518.5314465408	EG4725
ptg000008l	899293	906247	6954	EG4725
ptg000008l	1241209.14217443	1262840.6614376	21631.51926317	EG4725
ptg000008l	1557069	1674639.03302574	117570.033025741	EG4725
ptg000008l	2204855.9028531	2221731.15709757	16875.2542444691	EG4725
ptg000008l	2274582	2306294.47174301	31712.47174301	EG4725
ptg000008l	2389744.95175789	2397202.83181358	7457.88005568599	EG4725
ptg000008l	3146288.46038816	3167616.48493424	21328.0245460793	EG4725
ptg000008l	3179527	3189598.85691843	10071.856918429	EG4725
ptg000008l	3391013	3693537	302524	EG4725
ptg000008l	3640699.71005917	3757686	116986.289940828	EG4725
ptg000008l	3727810	3771512.36691471	43702.366914711	EG4725
ptg000011l	1113442	1125315.33836304	11873.3383630423	EG4725
ptg000011l	1322203	1328303.29637016	6100.29637016356	EG4725
ptg000011l	2656872	2670003.01791256	13131.0179125639	EG4725
ptg000011l	2760612.415528	2787403	26790.5844720006	EG4725
ptg000011l	2921921.11097235	2928531	6609.88902765373	EG4725
ptg000011l	2934920.68171429	2954692	19771.3182857144	EG4725
ptg000013l	187213	195417	8204	EG4725
ptg000013l	1081045	1099975.16740842	18930.1674084219	EG4725
ptg000013l	1120772.255595	1142216.78851291	21444.5329179126	EG4725
ptg000013l	2032814.33681073	2055380.21798064	22565.8811699061	EG4725
ptg000013l	2429473	2437140	7667	EG4725
ptg000013l	3712524.40171176	3718943.19412643	6418.79241466941	EG4725
ptg000014l	226474.960052513	239953.298458664	13478.338406151	EG4725
ptg000014l	272231.577277757	279422.896869622	7191.31959186494	EG4725
ptg000014l	299302.546955667	335813.827635172	36511.2806795054	EG4725
ptg000002l	213628.95116586	250453.090055026	36824.1388891661	ED3073
ptg000002l	277244.068139473	313605.285808472	36361.2176689991	ED3073
ptg000002l	621747	711537.87902088	89790.8790208803	ED3073
ptg000002l	767832.000521512	821481.231438127	53649.2309166148	ED3073
ptg000008l	53862	124424.482061708	70562.4820617077	ED3073
ptg000009l	1459826.82182986	1480416.07395624	20589.2521263813	ED3073
ptg000010l	619656.590296249	626747.733308043	7091.14301179373	ED3073
ptg000010l	639208	665944	26736	ED3073
ptg000010l	682878.604582096	704213.68386882	21335.0792867239	ED3073
ptg000010l	796810.606616759	809172.760210804	12362.1535940445	ED3073
ptg000010l	936765	1216583	279818	ED3073
ptg000010l	1044942	1072150.05448635	27208.0544863527	ED3073
ptg000010l	1169760	1305864.40808913	136104.408089126	ED3073
ptg000010l	1616659.99038462	1652814.14503332	36154.1546487072	ED3073
ptg000010l	1673076.61853387	1686190.35449112	13113.7359572491	ED3073
ptg000012l	111239.795925274	135296.100705552	24056.3047802783	ED3073
ptg000012l	253200.617892379	260044.640999465	6844.02310708645	ED3073
ptg000015l	3725979.88274009	3734982.40367965	9002.52093955968	ED3073
ptg000015l	5036437.8710753	5081853.93021826	45416.0591429612	ED3073
ptg000016l	149171	174953.933970604	25782.9339706045	ED3073
ptg000016l	295304	303611.966155077	8307.96615507675	ED3073
ptg000016l	386952.315450969	395384.33604888	8432.02059791132	ED3073
ptg000018l	836835.397943588	847976	11140.6020564124	ED3073
ptg000018l	1528187.20173711	1545458.18881896	17270.9870818455	ED3073
ptg000018l	1654029.89777721	1662547.70008828	8517.80231107585	ED3073
ptg000018l	1744359	1754266.92167722	9907.92167721526	ED3073
ptg000019l	291722.535871157	307868.653666655	16146.1177954979	ED3073
ptg000019l	590945	597105.912130996	6160.91213099635	ED3073
ptg000023l	1993711.84666034	2012320.89660997	18609.0499496295	ED3073
ptg000029l	723068.835861444	762012.825403336	38943.9895418916	ED3073
ptg000029l	898770.909402883	918533.320536038	19762.411133155	ED3073
ptg000029l	1118692.1726512	1130438.23868271	11746.0660315058	ED3073
ptg000029l	1501240.68896084	1507310	6069.31103915814	ED3073
ptg000029l	1532604	1670631.80249312	138027.80249312	ED3073
ptg000029l	2188160.9028531	2205035.15709757	16874.2542444691	ED3073
ptg000029l	2257792	2289532.98988697	31740.9898869721	ED3073
ptg000029l	2372962.75339592	2380419.02651131	7456.27311538905	ED3073
