strain	gene	Orthogroup	class
ECA1761	g20000	OG0018255	accessory
ECA1761	g20001	OG0018059	accessory
ECA1761	g20002	OG0000806	accessory
ECA1761	g20003	OG0026030	accessory
ECA1761	g20004	OG0031504	accessory
ECA1761	g20005	OG0031026	accessory
ECA1761	g20006	OG0020972	accessory
ECA1761	g20007	OG0031025	accessory
ECA1761	g20008	OG0027327	accessory
ECA1761	g20009	OG0026305	accessory
ECA1761	g20010	OG0026707	accessory
ECA1761	g20011	OG0020714	accessory
ECA1761	g20012	OG0020885	accessory
ECA1761	g20013	OG0001976	accessory
ECA1761	g20014	OG0026293	accessory
ECA1761	g20015	OG0007301	accessory
ECA1761	g20016	OG0017404	accessory
ECA1761	g20017	OG0028023	accessory
ECA1761	g20018	OG0028022	accessory
ECA1761	g20019	OG0026278	accessory
ECA1761	g20020	OG0026390	accessory
ECA1761	g20021	OG0027767	accessory
ECA1761	g20022	OG0017317	accessory
ECA1761	g20023	OG0026277	accessory
ECA1761	g20024	OG0028764	accessory
ECA1761	g20025	OG0031884	accessory
ECA1761	g20026	OG0030572	accessory
ECA1761	g20027	OG0031251	accessory
ECA1761	g20028	OG0007302	core
ECA1761	g20029	OG0023393	accessory
ECA1761	g20030	OG0018640	accessory
ECA1761	g20031	OG0026130	accessory
ECA1761	g20032	OG0022838	accessory
ECA1761	g20033	OG0000554	accessory
ECA1761	g20034	OG0026988	accessory
ECA1761	g20035	OG0028955	accessory
ECA1761	g20036	OG0026508	accessory
ECA1761	g20037	OG0003307	core
ECA1761	g20038	OG0016150	accessory
ECA1761	g20039	OG0001575	core
ECA1761	g20040	OG0007303	core
ECA1761	g20041	OG0007304	core
ECA1761	g20042	OG0007305	core
ECA1761	g20043	OG0002563	core
ECA1761	g20044	OG0002564	core
ECA1761	g20045	OG0025537	accessory
ECA1761	g20046	OG0007306	core
ECA1761	g20047	OG0007307	core
ECA1761	g20048	OG0007308	core
ECA1761	g20049	OG0007309	core
ECA1761	g20050	OG0007310	core
ECA1761	g20051	OG0023627	accessory
ECA1761	g20052	OG0023382	accessory
ECA1761	g20053	OG0015779	accessory
ECA1761	g20054	OG0015780	accessory
ECA1761	g20055	OG0001428	accessory
ECA1761	g20056	OG0007311	core
ECA1761	g20057	OG0000952	core
ECA1761	g20058	OG0002565	core
ECA1761	g20059	OG0026398	accessory
ECA1761	g20060	OG0029097	accessory
ECA1761	g20061	OG0001322	core
ECA1761	g20062	OG0027000	accessory
ECA1761	g20063	OG0001070	core
ECA1761	g20064	OG0027663	accessory
ECA1761	g20065	OG0027045	accessory
ECA1761	g20066	OG0027352	accessory
ECA1761	g20067	OG0029351	accessory
ECA1761	g20068	OG0029840	accessory
ECA1761	g20069	OG0001977	accessory
ECA1761	g20070	OG0000712	core
ECA1761	g20071	OG0026554	accessory
ECA1761	g20072	OG0026393	accessory
ECA1761	g20073	OG0026392	accessory
ECA1761	g20074	OG0001605	accessory
ECA1761	g20075	OG0000649	core
ECA1761	g20189	OG0002390	core
ECA1761	g20190	OG0003415	core
ECA1761	g20191	OG0018467	accessory
ECA1761	g20192	OG0001604	accessory
ECA1761	g20193	OG0016677	accessory
ECA1761	g20194	OG0032649	accessory
ECA1761	g20195	OG0030474	accessory
ECA1761	g20196	OG0004339	core
ECA1761	g20219	OG0000946	core
ECA1761	g20220	OG0004341	core
ECA1761	g20221	OG0001768	core
ECA1761	g20222	OG0026629	accessory
ECA1761	g20223	OG0001775	accessory
ECA1761	g20224	OG0001776	accessory
ECA1761	g20245	OG0004344	core
ECA1761	g20246	OG0004345	core
ECA1761	g20247	OG0004346	core
ECA1761	g20416	OG0033558	accessory
ECA1761	g20417	OG0016986	accessory
ECA1761	g20418	OG0017148	accessory
ECA1761	g20419	OG0017439	accessory
ECA1761	g20420	OG0017251	accessory
ECA1761	g20421	OG0017160	accessory
ECA1761	g20422	OG0017158	accessory
ECA1761	g20423	OG0017161	accessory
ECA1761	g20424	OG0016731	accessory
ECA1761	g20425	OG0003202	accessory
ECA1761	g20426	OG0017465	accessory
ECA1761	g20427	OG0017165	accessory
ECA1761	g20428	OG0001405	accessory
ECA1761	g20429	OG0017430	accessory
ECA1761	g20430	OG0017745	accessory
ECA1761	g20431	OG0016689	accessory
ECA1761	g20432	OG0021466	accessory
ECA1761	g20433	OG0027021	accessory
ECA1761	g20434	OG0026862	accessory
ECA1761	g20435	OG0021431	accessory
ECA1761	g20436	OG0021370	accessory
ECA1761	g20437	OG0034360	accessory
ECA1761	g20438	OG0021412	accessory
ECA1761	g20439	OG0022422	accessory
ECA1761	g20440	OG0028721	accessory
ECA1761	g20441	OG0017389	accessory
ECA1761	g20507	OG0015689	accessory
ECA1761	g20508	OG0021240	accessory
ECA1761	g20509	OG0017858	accessory
ECA1761	g20510	OG0017859	accessory
ECA1761	g20511	OG0017748	accessory
ECA1761	g20512	OG0017174	accessory
ECA1761	g20513	OG0023281	accessory
ECA1761	g20514	OG0023281	accessory
ECA1761	g20515	OG0026488	accessory
ECA1761	g20516	OG0025865	accessory
ECA1761	g20517	OG0024457	accessory
ECA1761	g20518	OG0021468	accessory
ECA1761	g20519	OG0004421	core
ECA1761	g20705	OG0018648	accessory
ECA1761	g20706	OG0021170	accessory
ECA1761	g20707	OG0017205	accessory
ECA1761	g20708	OG0019804	accessory
ECA1761	g20709	OG0019131	accessory
ECA1761	g20781	OG0004501	core
ECA1761	g21089	OG0015972	accessory
ECA1761	g21090	OG0004263	core
ECA1761	g21091	OG0004262	core
ECA1761	g21092	OG0004261	core
ECA1761	g21093	OG0015971	accessory
ECA1761	g21101	OG0004254	core
ECA1761	g21141	OG0018915	accessory
ECA1761	g21142	OG0000645	core
ECA1761	g21143	OG0000645	core
ECA1761	g21144	OG0015970	accessory
ECA1761	g21145	OG0020261	accessory
ECA1761	g21146	OG0019908	accessory
ECA1761	g21147	OG0023842	accessory
ECA1761	g21148	OG0027648	accessory
ECA1761	g21149	OG0020570	accessory
ECA1761	g21150	OG0024734	accessory
ECA1761	g21178	OG0001291	core
ECA1761	g21179	OG0004208	core
ECA1761	g21316	OG0014719	core
ECA1761	g21317	OG0024463	accessory
ECA1761	g21318	OG0000477	core
ECA1761	g21319	OG0014720	core
ECA1761	g21591	OG0007164	core
ECA1761	g21592	OG0003177	core
ECA1761	g21593	OG0003195	core
ECA1761	g21594	OG0016140	accessory
ECA1761	g21595	OG0007165	core
ECA1761	g21601	OG0007167	core
ECA1761	g21602	OG0017216	accessory
ECA1761	g21603	OG0007168	core
ECA1761	g21604	OG0023740	accessory
ECA1761	g21605	OG0007169	core
ECA1761	g21606	OG0026874	accessory
ECA1761	g21607	OG0034115	accessory
ECA1761	g21608	OG0026825	accessory
ECA1761	g21609	OG0026484	accessory
ECA1761	g21610	OG0000213	accessory
ECA1761	g21611	OG0017659	accessory
ECA1761	g21612	OG0024446	accessory
ECA1761	g21613	OG0026738	accessory
ECA1761	g21614	OG0024785	accessory
ECA1761	g21615	OG0025339	accessory
ECA1761	g21616	OG0025177	accessory
ECA1761	g21617	OG0026151	accessory
ECA1761	g21618	OG0019445	accessory
ECA1761	g21619	OG0027936	accessory
ECA1761	g21620	OG0024029	accessory
ECA1761	g21621	OG0007170	core
ECA1761	g21622	OG0007171	core
ECA1761	g21623	OG0001961	core
ECA1761	g21624	OG0028345	accessory
ECA1761	g21625	OG0017275	accessory
ECA1761	g21626	OG0019485	accessory
ECA1761	g21627	OG0022065	accessory
ECA1761	g21628	OG0026031	accessory
ECA1761	g21629	OG0044097	private
ECA1761	g21630	OG0049740	private
ECA1761	g21631	OG0026031	accessory
ECA1761	g21632	OG0040234	private
ECA1761	g21633	OG0036594	accessory
ECA1761	g21634	OG0019438	accessory
ECA1761	g21635	OG0016764	accessory
ECA1761	g21636	OG0007172	core
ECA1761	g21637	OG0007173	core
ECA1761	g21638	OG0031398	accessory
ECA1761	g21639	OG0017118	accessory
ECA1761	g21640	OG0000683	accessory
ECA1761	g21641	OG0022548	accessory
ECA1761	g21642	OG0016897	accessory
ECA1761	g21643	OG0032292	accessory
ECA1761	g21644	OG0017907	accessory
ECA1761	g21645	OG0001317	core
ECA1761	g21646	OG0016669	accessory
ECA1761	g21647	OG0017050	accessory
ECA1761	g21648	OG0017860	accessory
ECA1761	g21649	OG0037537	accessory
ECA1761	g21650	OG0017198	accessory
ECA1761	g21651	OG0020074	accessory
ECA1761	g21652	OG0039879	private
ECA1761	g21653	OG0000912	core
ECA1761	g21654	OG0001318	accessory
ECA1761	g21655	OG0002552	accessory
ECA1761	g21656	OG0018439	accessory
ECA1761	g21657	OG0039700	private
ECA1761	g21658	OG0037573	accessory
ECA1761	g21659	OG0017706	accessory
ECA1761	g21660	OG0019559	accessory
ECA1761	g21661	OG0018309	accessory
ECA1761	g21662	OG0050341	private
ECA1761	g21663	OG0017794	accessory
ECA1761	g21664	OG0007174	accessory
ECA1761	g21665	OG0046920	private
ECA1761	g21666	OG0003249	core
ECA1761	g21667	OG0025740	accessory
ECA1761	g21668	OG0036295	private
ECA1761	g21669	OG0036295	private
ECA1761	g21670	OG0019118	accessory
ECA1761	g21671	OG0000421	accessory
ECA1761	g21672	OG0027289	accessory
ECA1761	g21673	OG0024307	accessory
ECA1761	g21674	OG0017500	accessory
ECA1761	g21675	OG0017044	accessory
ECA1761	g21676	OG0015617	accessory
ECA1761	g21677	OG0001531	accessory
ECA1761	g21678	OG0001489	core
ECA1761	g21679	OG0001569	core
ECA1761	g21680	OG0014516	core
ECA1761	g21681	OG0014517	core
ECA1761	g21682	OG0024258	accessory
ECA1761	g21683	OG0024298	accessory
ECA1761	g21684	OG0021497	accessory
ECA1761	g21685	OG0044092	private
ECA1761	g21686	OG0024272	accessory
ECA1761	g21687	OG0021312	accessory
ECA1761	g21688	OG0024991	accessory
ECA1761	g21689	OG0024991	accessory
ECA1761	g21690	OG0002310	core
ECA1761	g21691	OG0002311	core
ECA1761	g21692	OG0025082	accessory
ECA1761	g21693	OG0014518	accessory
ECA1761	g21694	OG0017269	accessory
ECA1761	g21695	OG0016537	accessory
ECA1761	g21696	OG0014519	core
ECA1761	g21697	OG0014520	core
ECA1761	g21698	OG0004148	core
ECA1761	g21699	OG0014521	core
ECA1761	g21700	OG0014522	core
ECA1761	g21701	OG0003537	core
ECA1761	g21702	OG0014523	core
ECA1761	g21703	OG0001385	core
ECA1761	g21704	OG0020755	accessory
ECA1761	g21705	OG0001386	core
ECA1761	g21706	OG0024597	accessory
ECA1761	g21707	OG0000938	core
ECA1761	g21708	OG0025266	accessory
ECA1761	g21709	OG0025266	accessory
ECA1761	g21710	OG0025265	accessory
ECA1761	g21711	OG0030907	accessory
ECA1761	g21712	OG0031609	accessory
ECA1761	g21713	OG0001019	accessory
ECA1761	g21714	OG0018866	accessory
ECA1761	g21715	OG0022791	accessory
ECA1761	g21716	OG0027931	accessory
ECA1761	g21717	OG0018351	accessory
ECA1761	g21720	OG0026792	accessory
ECA1761	g21721	OG0019052	accessory
ECA1761	g21722	OG0025292	accessory
ECA1761	g21723	OG0001018	core
ECA1761	g21724	OG0018525	accessory
ECA1761	g21725	OG0027490	accessory
ECA1761	g21726	OG0027490	accessory
ECA1761	g21727	OG0048026	private
ECA1761	g21728	OG0019268	accessory
ECA1761	g21729	OG0025909	accessory
ECA1761	g21730	OG0026714	accessory
ECA1761	g21731	OG0001795	core
ECA1761	g21732	OG0026362	accessory
ECA1761	g21733	OG0017325	accessory
ECA1761	g21734	OG0014524	core
ECA1761	g21735	OG0016538	accessory
ECA1761	g21736	OG0015771	accessory
ECA1761	g21737	OG0016539	accessory
ECA1761	g21738	OG0016540	accessory
ECA1761	g21739	OG0001268	core
ECA1761	g21740	OG0000534	core
ECA1761	g21741	OG0017450	accessory
ECA1761	g21742	OG0027604	accessory
ECA1761	g21743	OG0028018	accessory
ECA1761	g21744	OG0014525	accessory
ECA1761	g21745	OG0025869	accessory
ECA1761	g21746	OG0004149	core
ECA1761	g21747	OG0001656	core
ECA1761	g21748	OG0017944	accessory
ECA1761	g21749	OG0024607	accessory
ECA1761	g21750	OG0018139	accessory
ECA1761	g21751	OG0026841	accessory
ECA1761	g21752	OG0018077	accessory
ECA1761	g21753	OG0027429	accessory
ECA1761	g21754	OG0026773	accessory
ECA1761	g21755	OG0026777	accessory
ECA1761	g21756	OG0026316	accessory
ECA1761	g21757	OG0020183	accessory
ECA1761	g21758	OG0020093	accessory
ECA1761	g21759	OG0027954	accessory
ECA1761	g21760	OG0001564	core
ECA1761	g21761	OG0027108	accessory
ECA1761	g21762	OG0003907	core
ECA1761	g21763	OG0014526	core
ECA1761	g21764	OG0014527	core
ECA1761	g21765	OG0025388	accessory
ECA1761	g21766	OG0025388	accessory
ECA1761	g21767	OG0025751	accessory
ECA1761	g21768	OG0027280	accessory
ECA1761	g21769	OG0029868	accessory
ECA1761	g21770	OG0048244	private
ECA1761	g21771	OG0027279	accessory
ECA1761	g21772	OG0027143	accessory
ECA1761	g21773	OG0045052	private
ECA1761	g21774	OG0029278	accessory
ECA1761	g21775	OG0001128	accessory
ECA1761	g21776	OG0026838	accessory
ECA1761	g21777	OG0026677	accessory
ECA1761	g21778	OG0026763	accessory
ECA1761	g21779	OG0026685	accessory
ECA1761	g21780	OG0027313	accessory
ECA1761	g21781	OG0032692	accessory
ECA1761	g21782	OG0018465	accessory
ECA1761	g21783	OG0029298	accessory
ECA1761	g21784	OG0026775	accessory
ECA1761	g21785	OG0026819	accessory
ECA1761	g21786	OG0024905	accessory
ECA1761	g21787	OG0034928	accessory
ECA1761	g21788	OG0026949	accessory
ECA1761	g21789	OG0026613	accessory
ECA1761	g21790	OG0034109	accessory
ECA1761	g21791	OG0026854	accessory
ECA1761	g21792	OG0027700	accessory
ECA1761	g21793	OG0026529	accessory
ECA1761	g21794	OG0017751	accessory
ECA1761	g21795	OG0027618	accessory
ECA1761	g21796	OG0018963	accessory
ECA1761	g21797	OG0026994	accessory
ECA1761	g21798	OG0027417	accessory
ECA1761	g21799	OG0027496	accessory
ECA1761	g21800	OG0025116	accessory
ECA1761	g21801	OG0027611	accessory
ECA1761	g21802	OG0025417	accessory
ECA1761	g21803	OG0027209	accessory
ECA1761	g21804	OG0030947	accessory
ECA1761	g21805	OG0041224	private
ECA1761	g21806	OG0026925	accessory
ECA1761	g21807	OG0001527	accessory
ECA1761	g21809	OG0019397	accessory
ECA1761	g21810	OG0023629	accessory
ECA1761	g21811	OG0023531	accessory
ECA1761	g21812	OG0023900	accessory
ECA1761	g21813	OG0023236	accessory
ECA1761	g21814	OG0023539	accessory
ECA1761	g21815	OG0023538	accessory
ECA1761	g21816	OG0019324	accessory
ECA1761	g21817	OG0023349	accessory
ECA1761	g21818	OG0028245	accessory
ECA1761	g21819	OG0023649	accessory
ECA1761	g21820	OG0020488	accessory
ECA1761	g21821	OG0025190	accessory
ECA1761	g21822	OG0028060	accessory
ECA1761	g21823	OG0028677	accessory
ECA1761	g21824	OG0028648	accessory
ECA1761	g21825	OG0028060	accessory
ECA1761	g21826	OG0032108	accessory
ECA1761	g21827	OG0030716	accessory
ECA1761	g21828	OG0025190	accessory
ECA1761	g21829	OG0028060	accessory
ECA1761	g21830	OG0028677	accessory
ECA1761	g21831	OG0028648	accessory
ECA1761	g21832	OG0028060	accessory
ECA1761	g21833	OG0032108	accessory
ECA1761	g21834	OG0018670	accessory
ECA1761	g21835	OG0022659	accessory
ECA1761	g21932	OG0010738	core
ECA1761	g22272	OG0002325	core
ECA1761	g22292	OG0003005	core
ECA1761	g22688	OG0003310	core
ECA1761	g22689	OG0025534	accessory
ECA1761	g22690	OG0018372	accessory
ECA1761	g22691	OG0014706	core
ECA1761	g22692	OG0014705	core
ECA1761	g22694	OG0000467	core
ECA1761	g22695	OG0014704	core
ECA1761	g22696	OG0014703	core
ECA1761	g22697	OG0014702	core
ECA1761	g22820	OG0008570	core
ECA1761	g22821	OG0008569	core
ECA1761	g22861	OG0008553	core
ECA1761	g22972	OG0023573	accessory
ECA1761	g22973	OG0020741	accessory
ECA1769	g42	OG0007328	core
ECA1769	g43	OG0007329	core
ECA1769	g44	OG0022911	accessory
ECA1769	g45	OG0041550	private
ECA1769	g46	OG0028600	accessory
ECA1769	g48	OG0001429	core
ECA1769	g49	OG0016152	accessory
ECA1769	g50	OG0002568	core
ECA1769	g83	OG0007331	core
ECA1769	g84	OG0028296	accessory
ECA1769	g85	OG0007332	core
ECA1769	g86	OG0007333	core
ECA1769	g87	OG0007334	core
ECA1769	g88	OG0007335	core
ECA1769	g89	OG0021633	accessory
ECA1769	g90	OG0028637	accessory
ECA1769	g91	OG0028629	accessory
ECA1769	g92	OG0028630	accessory
ECA1769	g93	OG0007336	core
ECA1769	g94	OG0028763	accessory
ECA1769	g95	OG0016153	accessory
ECA1769	g96	OG0007337	core
ECA1769	g97	OG0004107	accessory
ECA1769	g98	OG0020050	accessory
ECA1769	g99	OG0007338	accessory
ECA1769	g100	OG0004108	accessory
ECA1769	g101	OG0001979	core
ECA1769	g102	OG0025910	accessory
ECA1769	g103	OG0027665	accessory
ECA1769	g104	OG0001634	accessory
ECA1769	g105	OG0025072	accessory
ECA1769	g106	OG0025557	accessory
ECA1769	g107	OG0001075	core
ECA1769	g108	OG0001197	core
ECA1769	g109	OG0002569	core
ECA1769	g110	OG0017862	accessory
ECA1769	g111	OG0002570	core
ECA1769	g112	OG0020240	accessory
ECA1769	g113	OG0052339	private
ECA1769	g114	OG0027055	accessory
ECA1769	g115	OG0015557	accessory
ECA1769	g116	OG0029150	accessory
ECA1769	g117	OG0030784	accessory
ECA1769	g118	OG0028892	accessory
ECA1769	g119	OG0028893	accessory
ECA1769	g120	OG0020891	accessory
ECA1769	g121	OG0029779	accessory
ECA1769	g122	OG0027534	accessory
ECA1769	g123	OG0018544	accessory
ECA1769	g124	OG0031264	accessory
ECA1769	g125	OG0018535	accessory
ECA1769	g126	OG0000251	accessory
ECA1769	g127	OG0000460	accessory
ECA1769	g128	OG0000711	accessory
ECA1769	g129	OG0026793	accessory
ECA1769	g130	OG0026794	accessory
ECA1769	g131	OG0027758	accessory
ECA1769	g132	OG0027922	accessory
ECA1769	g133	OG0022216	accessory
ECA1769	g134	OG0001057	core
ECA1769	g158	OG0019805	accessory
ECA1769	g159	OG0028197	accessory
ECA1769	g160	OG0020302	accessory
ECA1769	g182	OG0026973	accessory
ECA1769	g186	OG0015930	accessory
ECA1769	g238	OG0012612	core
ECA1769	g239	OG0012611	core
ECA1769	g293	OG0012574	core
ECA1769	g294	OG0012573	core
ECA1769	g301	OG0012568	core
ECA1769	g302	OG0012567	core
ECA1769	g472	OG0012453	core
ECA1769	g473	OG0012452	core
ECA1769	g474	OG0012451	core
ECA1769	g641	OG0012375	core
ECA1769	g642	OG0012374	core
ECA1769	g643	OG0020135	accessory
ECA1769	g647	OG0012370	core
ECA1769	g648	OG0012369	core
ECA1769	g649	OG0012368	core
ECA1769	g677	OG0012348	core
ECA1769	g678	OG0012347	core
ECA1769	g1243	OG0011037	core
ECA1769	g1244	OG0011038	core
ECA1769	g1245	OG0011039	core
ECA1769	g1314	OG0020449	accessory
ECA1769	g1315	OG0020323	accessory
ECA1769	g1316	OG0028246	accessory
ECA1769	g1317	OG0000730	accessory
ECA1769	g1318	OG0021025	accessory
ECA1769	g1319	OG0022180	accessory
ECA1769	g1320	OG0000875	core
ECA1769	g1321	OG0028054	accessory
ECA1769	g1322	OG0028417	accessory
ECA1769	g1323	OG0030451	accessory
ECA1769	g1324	OG0026256	accessory
ECA1769	g1325	OG0028663	accessory
ECA1769	g1326	OG0027554	accessory
ECA1769	g1327	OG0023338	accessory
ECA1769	g1328	OG0018238	accessory
ECA1769	g1329	OG0021440	accessory
ECA1769	g1330	OG0015871	accessory
ECA1769	g1331	OG0017176	accessory
ECA1769	g1332	OG0046166	private
ECA1769	g1333	OG0015618	accessory
ECA1769	g1334	OG0030607	accessory
ECA1769	g1335	OG0001960	accessory
ECA1769	g1336	OG0021587	accessory
ECA1769	g1337	OG0025925	accessory
ECA1769	g1338	OG0036378	accessory
ECA1769	g1339	OG0017296	accessory
ECA1769	g1340	OG0017298	accessory
ECA1769	g1341	OG0018174	accessory
ECA1769	g1342	OG0037159	accessory
ECA1769	g1343	OG0019271	accessory
ECA1769	g1344	OG0017816	accessory
ECA1769	g1345	OG0017166	accessory
ECA1769	g1346	OG0003365	core
ECA1769	g1347	OG0003536	core
ECA1769	g1348	OG0007162	core
ECA1769	g1349	OG0007161	core
ECA1769	g1350	OG0007160	core
ECA1769	g1351	OG0004103	core
ECA1769	g1352	OG0001316	core
ECA1769	g1353	OG0030028	accessory
ECA1769	g1354	OG0001315	core
ECA1769	g1355	OG0018013	accessory
ECA1769	g1356	OG0001623	accessory
ECA1769	g1357	OG0021529	accessory
ECA1769	g1358	OG0007159	core
ECA1769	g1359	OG0030642	accessory
ECA1769	g1360	OG0001194	core
ECA1769	g1361	OG0007158	core
ECA1769	g1362	OG0007157	core
ECA1769	g1363	OG0007156	core
ECA1769	g1364	OG0015697	accessory
ECA1769	g1365	OG0019185	accessory
ECA1769	g1366	OG0019185	accessory
ECA1769	g1367	OG0018969	accessory
ECA1769	g1368	OG0001115	core
ECA1769	g1369	OG0001959	core
ECA1769	g1370	OG0029096	accessory
ECA1769	g1371	OG0029095	accessory
ECA1769	g1372	OG0017260	accessory
ECA1769	g1373	OG0016139	accessory
ECA1769	g1374	OG0019224	accessory
ECA1769	g1375	OG0019267	accessory
ECA1769	g1376	OG0003180	core
ECA1769	g1377	OG0007155	core
ECA1769	g1378	OG0003181	core
ECA1769	g1379	OG0048920	private
ECA1769	g1380	OG0018994	accessory
ECA1769	g1381	OG0027494	accessory
ECA1769	g1382	OG0018953	accessory
ECA1769	g1383	OG0000680	core
ECA1769	g1384	OG0017720	accessory
ECA1769	g1385	OG0001958	core
ECA1769	g1386	OG0001957	core
ECA1769	g1387	OG0007154	accessory
ECA1769	g1388	OG0026098	accessory
ECA1769	g1389	OG0025016	accessory
ECA1769	g1390	OG0000729	core
ECA1769	g1391	OG0007153	core
ECA1769	g1392	OG0000370	core
ECA1769	g1393	OG0020479	accessory
ECA1769	g1394	OG0025906	accessory
ECA1769	g1395	OG0026146	accessory
ECA1769	g1396	OG0029501	accessory
ECA1769	g1397	OG0027087	accessory
ECA1769	g1398	OG0007152	core
ECA1769	g1399	OG0029359	accessory
ECA1769	g1400	OG0028950	accessory
ECA1769	g1401	OG0003360	core
ECA1769	g1402	OG0024666	accessory
ECA1769	g1403	OG0025432	accessory
ECA1769	g1404	OG0024829	accessory
ECA1769	g1405	OG0026504	accessory
ECA1769	g1406	OG0020503	accessory
ECA1769	g1407	OG0034739	accessory
ECA1769	g1408	OG0026698	accessory
ECA1769	g1409	OG0028468	accessory
ECA1769	g1410	OG0003194	core
ECA1769	g1411	OG0019521	accessory
ECA1769	g1412	OG0017417	accessory
ECA1769	g1413	OG0017746	accessory
ECA1769	g1414	OG0007151	core
ECA1769	g1415	OG0018004	accessory
ECA1769	g1416	OG0019911	accessory
ECA1769	g1417	OG0020059	accessory
ECA1769	g1418	OG0003710	core
ECA1769	g1419	OG0035679	accessory
ECA1769	g1420	OG0019709	accessory
ECA1769	g1421	OG0007150	core
ECA1769	g1422	OG0019566	accessory
ECA1769	g1423	OG0019433	accessory
ECA1769	g1424	OG0019435	accessory
ECA1769	g1425	OG0019458	accessory
ECA1769	g1426	OG0007149	core
ECA1769	g1427	OG0007148	core
ECA1769	g1428	OG0001713	core
ECA1769	g1429	OG0017007	accessory
ECA1769	g1430	OG0001608	core
ECA1769	g1431	OG0003436	accessory
ECA1769	g1432	OG0028651	accessory
ECA1769	g1433	OG0019705	accessory
ECA1769	g1434	OG0017016	accessory
ECA1769	g1435	OG0016660	accessory
ECA1769	g1436	OG0025653	accessory
ECA1769	g1437	OG0022177	accessory
ECA1769	g1438	OG0004022	core
ECA1769	g1443	OG0007147	core
ECA1769	g1444	OG0003321	core
ECA1769	g1445	OG0007146	core
ECA1769	g1446	OG0022105	accessory
ECA1769	g1447	OG0000517	core
ECA1769	g1448	OG0017310	accessory
ECA1769	g1449	OG0016763	accessory
ECA1769	g1450	OG0003922	core
ECA1769	g1451	OG0007145	core
ECA1769	g1452	OG0018708	accessory
ECA1769	g1453	OG0023941	accessory
ECA1769	g1454	OG0025713	accessory
ECA1769	g1455	OG0025021	accessory
ECA1769	g1456	OG0026325	accessory
ECA1769	g1457	OG0024324	accessory
ECA1769	g1458	OG0023661	accessory
